Size, Dirt Rate, Agent Type, Performance, Time
16, 0.4, Random, 32, 0.0008585453033447266
16, 0.4, Reflexive, 91, 0.0012791156768798828
16, 0.4, Random, 35, 0.0008697509765625
16, 0.4, Reflexive, 66, 0.0010256767272949219
16, 0.4, Random, 24, 0.0011065006256103516
16, 0.4, Reflexive, 77, 0.0012233257293701172
16, 0.4, Random, 34, 0.0008382797241210938
16, 0.4, Reflexive, 74, 0.0010082721710205078
16, 0.4, Random, 32, 0.0008282661437988281
16, 0.4, Reflexive, 67, 0.0010666847229003906
16, 0.4, Random, 37, 0.0008594989776611328
16, 0.4, Reflexive, 78, 0.0010161399841308594
16, 0.4, Random, 33, 0.0008471012115478516
16, 0.4, Reflexive, 88, 0.0010442733764648438
16, 0.4, Random, 32, 0.000858306884765625
16, 0.8, Reflexive, 158, 0.0010135173797607422
16, 0.8, Random, 67, 0.0008656978607177734
16, 0.8, Reflexive, 113, 0.001035928726196289
16, 0.8, Random, 75, 0.0008656978607177734
16, 0.8, Reflexive, 114, 0.001081705093383789
16, 0.8, Random, 58, 0.0011293888092041016
16, 0.8, Reflexive, 162, 0.0010972023010253906
16, 0.8, Random, 72, 0.0008647441864013672
16, 0.8, Reflexive, 156, 0.0010046958923339844
16, 0.8, Random, 82, 0.0008723735809326172
16, 0.8, Reflexive, 144, 0.0010268688201904297
16, 0.8, Random, 60, 0.000865936279296875
16, 0.8, Reflexive, 140, 0.0010209083557128906
16, 0.8, Random, 48, 0.0008585453033447266
16, 0.8, Reflexive, 145, 0.0010154247283935547
16, 0.8, Random, 65, 0.0008676052093505859
16, 0.8, Reflexive, 152, 0.0010418891906738281
16, 0.8, Random, 72, 0.0009067058563232422
16, 0.8, Reflexive, 142, 0.0010409355163574219
16, 0.8, Random, 61, 0.0008649826049804688
32, 0.1, Reflexive, 21, 0.0011527538299560547
32, 0.1, Random, 10, 0.0008637905120849609
32, 0.1, Reflexive, 24, 0.0010671615600585938
32, 0.1, Random, 9, 0.0008707046508789062
32, 0.1, Reflexive, 46, 0.0010309219360351562
32, 0.1, Random, 10, 0.0008778572082519531
32, 0.1, Reflexive, 26, 0.0010399818420410156
32, 0.1, Random, 13, 0.0008714199066162109
32, 0.1, Reflexive, 28, 0.0010373592376708984
32, 0.1, Random, 14, 0.0008759498596191406
32, 0.1, Reflexive, 28, 0.0011751651763916016
32, 0.1, Random, 12, 0.0008769035339355469
32, 0.1, Reflexive, 21, 0.0012667179107666016
32, 0.1, Random, 17, 0.0011925697326660156
32, 0.1, Reflexive, 32, 0.0010976791381835938
32, 0.1, Random, 3, 0.0008280277252197266
32, 0.1, Reflexive, 21, 0.0010731220245361328
32, 0.1, Random, 16, 0.0008573532104492188
32, 0.1, Reflexive, 33, 0.0010275840759277344
32, 0.1, Random, 8, 0.0010213851928710938
32, 0.2, Reflexive, 36, 0.0010325908660888672
32, 0.2, Random, 22, 0.0008940696716308594
32, 0.2, Reflexive, 44, 0.0010647773742675781
32, 0.2, Random, 16, 0.0008523464202880859
32, 0.2, Reflexive, 51, 0.0011234283447265625
32, 0.2, Random, 18, 0.0008530616760253906
32, 0.2, Reflexive, 66, 0.0010361671447753906
32, 0.2, Random, 23, 0.0008606910705566406
32, 0.2, Reflexive, 43, 0.0010957717895507812
32, 0.2, Random, 19, 0.0009000301361083984
32, 0.2, Reflexive, 63, 0.001132965087890625
32, 0.2, Random, 14, 0.0008916854858398438
32, 0.2, Reflexive, 77, 0.0010535717010498047
32, 0.2, Random, 25, 0.0008785724639892578
32, 0.2, Reflexive, 60, 0.001050710678100586
32, 0.2, Random, 13, 0.0008647441864013672
32, 0.2, Reflexive, 66, 0.0010695457458496094
32, 0.2, Random, 16, 0.0008709430694580078
32, 0.2, Reflexive, 52, 0.0012562274932861328
32, 0.2, Random, 16, 0.000885009765625
32, 0.4, Reflexive, 79, 0.0010600090026855469
32, 0.4, Random, 50, 0.0008852481842041016
32, 0.4, Reflexive, 102, 0.0011250972747802734
32, 0.4, Random, 26, 0.0008804798126220703
32, 0.4, Reflexive, 111, 0.0010416507720947266
32, 0.4, Random, 27, 0.0008766651153564453
32, 0.4, Reflexive, 119, 0.0010573863983154297
32, 0.4, Random, 26, 0.0009074211120605469
32, 0.4, Reflexive, 121, 0.0010404586791992188
32, 0.4, Random, 48, 0.0008924007415771484
32, 0.4, Reflexive, 71, 0.0010619163513183594
32, 0.4, Random, 42, 0.0008864402770996094
32, 0.4, Reflexive, 74, 0.0010745525360107422
32, 0.4, Random, 30, 0.0008730888366699219
32, 0.4, Reflexive, 87, 0.0010514259338378906
32, 0.4, Random, 39, 0.0010116100311279297
32, 0.4, Reflexive, 130, 0.0011336803436279297
32, 0.4, Random, 36, 0.0008721351623535156
32, 0.4, Reflexive, 110, 0.0010619163513183594
32, 0.4, Random, 36, 0.0008766651153564453
32, 0.8, Reflexive, 180, 0.0010402202606201172
32, 0.8, Random, 64, 0.0008976459503173828
32, 0.8, Reflexive, 213, 0.0010330677032470703
32, 0.8, Random, 77, 0.0008928775787353516
32, 0.8, Reflexive, 187, 0.001461029052734375
32, 0.8, Random, 82, 0.0013942718505859375
32, 0.8, Reflexive, 218, 0.0014221668243408203
32, 0.8, Random, 74, 0.0011088848114013672
32, 0.8, Reflexive, 217, 0.0011794567108154297
32, 0.8, Random, 79, 0.0009191036224365234
32, 0.8, Reflexive, 186, 0.0012221336364746094
32, 0.8, Random, 76, 0.0009169578552246094
32, 0.8, Reflexive, 190, 0.0010263919830322266
32, 0.8, Random, 81, 0.0008828639984130859
32, 0.8, Reflexive, 187, 0.0011620521545410156
32, 0.8, Random, 66, 0.0008893013000488281
32, 0.8, Reflexive, 109, 0.0011103153228759766
32, 0.8, Random, 81, 0.0008921623229980469
32, 0.8, Reflexive, 190, 0.0013234615325927734
32, 0.8, Random, 70, 0.0009703636169433594
64, 0.1, Reflexive, 47, 0.0010349750518798828
64, 0.1, Random, 14, 0.0008883476257324219
64, 0.1, Reflexive, 29, 0.001056671142578125
64, 0.1, Random, 12, 0.0009815692901611328
64, 0.1, Reflexive, 26, 0.0011785030364990234
64, 0.1, Random, 6, 0.0008704662322998047
64, 0.1, Reflexive, 48, 0.001062631607055664
64, 0.1, Random, 11, 0.0008666515350341797
64, 0.1, Reflexive, 27, 0.0010764598846435547
64, 0.1, Random, 6, 0.0008862018585205078
64, 0.1, Reflexive, 28, 0.0011129379272460938
64, 0.1, Random, 7, 0.0008914470672607422
64, 0.1, Reflexive, 31, 0.0010368824005126953
64, 0.1, Random, 3, 0.0008652210235595703
64, 0.1, Reflexive, 41, 0.0011556148529052734
64, 0.1, Random, 13, 0.0008742809295654297
64, 0.1, Reflexive, 33, 0.0010466575622558594
64, 0.1, Random, 13, 0.0008630752563476562
64, 0.1, Reflexive, 24, 0.0010671615600585938
64, 0.1, Random, 14, 0.000881195068359375
64, 0.2, Reflexive, 56, 0.0013513565063476562
64, 0.2, Random, 20, 0.001016378402709961
64, 0.2, Reflexive, 62, 0.0010631084442138672
64, 0.2, Random, 14, 0.0010135173797607422
64, 0.2, Reflexive, 55, 0.0017828941345214844
64, 0.2, Random, 14, 0.0010166168212890625
64, 0.2, Reflexive, 81, 0.0014603137969970703
64, 0.2, Random, 23, 0.0010554790496826172
64, 0.2, Reflexive, 69, 0.0013208389282226562
64, 0.2, Random, 18, 0.0010173320770263672
64, 0.2, Reflexive, 55, 0.0013306140899658203
64, 0.2, Random, 12, 0.0010235309600830078
64, 0.2, Reflexive, 60, 0.001253366470336914
64, 0.2, Random, 22, 0.0010094642639160156
64, 0.2, Reflexive, 55, 0.0012867450714111328
64, 0.2, Random, 18, 0.0011594295501708984
64, 0.2, Reflexive, 72, 0.0013730525970458984
64, 0.2, Random, 11, 0.0010082721710205078
64, 0.2, Reflexive, 49, 0.0013451576232910156
64, 0.2, Random, 16, 0.0010221004486083984
64, 0.4, Reflexive, 114, 0.0012655258178710938
64, 0.4, Random, 52, 0.0010535717010498047
64, 0.4, Reflexive, 103, 0.0014405250549316406
64, 0.4, Random, 46, 0.0010137557983398438
64, 0.4, Reflexive, 139, 0.0015416145324707031
64, 0.4, Random, 38, 0.0010416507720947266
64, 0.4, Reflexive, 124, 0.0010373592376708984
64, 0.4, Random, 46, 0.0009601116180419922
64, 0.4, Reflexive, 119, 0.0014235973358154297
64, 0.4, Random, 44, 0.0009987354278564453
64, 0.4, Reflexive, 134, 0.0011687278747558594
64, 0.4, Random, 44, 0.0008738040924072266
64, 0.4, Reflexive, 114, 0.0012047290802001953
64, 0.4, Random, 40, 0.0008704662322998047
64, 0.4, Reflexive, 102, 0.0012202262878417969
64, 0.4, Random, 39, 0.0012142658233642578
64, 0.4, Reflexive, 89, 0.001039743423461914
64, 0.4, Random, 42, 0.0008885860443115234
64, 0.4, Reflexive, 92, 0.0010426044464111328
64, 0.4, Random, 26, 0.0010173320770263672
64, 0.8, Reflexive, 168, 0.0012204647064208984
64, 0.8, Random, 85, 0.0010933876037597656
64, 0.8, Reflexive, 154, 0.0012240409851074219
64, 0.8, Random, 74, 0.001096963882446289
64, 0.8, Reflexive, 250, 0.0012187957763671875
64, 0.8, Random, 90, 0.001138925552368164
64, 0.8, Reflexive, 179, 0.0010459423065185547
64, 0.8, Random, 72, 0.0009047985076904297
64, 0.8, Reflexive, 233, 0.0010099411010742188
64, 0.8, Random, 86, 0.0008676052093505859
64, 0.8, Reflexive, 216, 0.001155853271484375
64, 0.8, Random, 80, 0.0010752677917480469
64, 0.8, Reflexive, 264, 0.0012805461883544922
64, 0.8, Random, 90, 0.000881195068359375
64, 0.8, Reflexive, 201, 0.0010287761688232422
64, 0.8, Random, 76, 0.0009033679962158203
64, 0.8, Reflexive, 223, 0.0010230541229248047
64, 0.8, Random, 92, 0.0009036064147949219
64, 0.8, Reflexive, 203, 0.0010521411895751953
64, 0.8, Random, 87, 0.0008771419525146484
128, 0.1, Reflexive, 33, 0.0010585784912109375
128, 0.1, Random, 8, 0.0008940696716308594
128, 0.1, Reflexive, 32, 0.0012331008911132812
128, 0.1, Random, 11, 0.0008928775787353516
128, 0.1, Reflexive, 43, 0.0010743141174316406
128, 0.1, Random, 11, 0.0008807182312011719
128, 0.1, Reflexive, 41, 0.0010738372802734375
128, 0.1, Random, 13, 0.00087738037109375
128, 0.1, Reflexive, 31, 0.0012729167938232422
128, 0.1, Random, 10, 0.0010721683502197266
128, 0.1, Reflexive, 36, 0.0010614395141601562
128, 0.1, Random, 10, 0.0008537769317626953
128, 0.1, Reflexive, 41, 0.0012598037719726562
128, 0.1, Random, 12, 0.0009450912475585938
128, 0.1, Reflexive, 42, 0.0012755393981933594
128, 0.1, Random, 9, 0.0010008811950683594
128, 0.1, Reflexive, 36, 0.0015406608581542969
128, 0.1, Random, 7, 0.0010962486267089844
128, 0.1, Reflexive, 24, 0.0012445449829101562
128, 0.1, Random, 8, 0.001051187515258789
128, 0.2, Reflexive, 69, 0.0013167858123779297
128, 0.2, Random, 19, 0.0008435249328613281
128, 0.2, Reflexive, 82, 0.0010333061218261719
128, 0.2, Random, 17, 0.0008573532104492188
128, 0.2, Reflexive, 75, 0.0012290477752685547
128, 0.2, Random, 22, 0.0008745193481445312
128, 0.2, Reflexive, 83, 0.001094818115234375
128, 0.2, Random, 20, 0.0008528232574462891
128, 0.2, Reflexive, 72, 0.0010418891906738281
128, 0.2, Random, 7, 0.0009815692901611328
128, 0.2, Reflexive, 48, 0.0010745525360107422
128, 0.2, Random, 26, 0.0012459754943847656
128, 0.2, Reflexive, 67, 0.0010402202606201172
128, 0.2, Random, 18, 0.0008702278137207031
128, 0.2, Reflexive, 58, 0.0011322498321533203
128, 0.2, Random, 25, 0.0008955001831054688
128, 0.2, Reflexive, 60, 0.0010633468627929688
128, 0.2, Random, 17, 0.0009448528289794922
128, 0.2, Reflexive, 48, 0.0010426044464111328
128, 0.2, Random, 25, 0.0008602142333984375
128, 0.4, Reflexive, 99, 0.0012395381927490234
128, 0.4, Random, 36, 0.0008592605590820312
128, 0.4, Reflexive, 127, 0.0011544227600097656
128, 0.4, Random, 43, 0.0009405612945556641
128, 0.4, Reflexive, 133, 0.0010335445404052734
128, 0.4, Random, 48, 0.0010263919830322266
128, 0.4, Reflexive, 151, 0.0010540485382080078
128, 0.4, Random, 46, 0.0010416507720947266
128, 0.4, Reflexive, 117, 0.0012423992156982422
128, 0.4, Random, 49, 0.0010538101196289062
128, 0.4, Reflexive, 126, 0.0013089179992675781
128, 0.4, Random, 37, 0.0010368824005126953
128, 0.4, Reflexive, 113, 0.0013141632080078125
128, 0.4, Random, 45, 0.0011150836944580078
128, 0.4, Reflexive, 122, 0.001132965087890625
128, 0.4, Random, 31, 0.0008983612060546875
128, 0.4, Reflexive, 134, 0.0010521411895751953
128, 0.4, Random, 42, 0.0012903213500976562
128, 0.4, Reflexive, 99, 0.0011584758758544922
128, 0.4, Random, 41, 0.0009853839874267578
128, 0.8, Reflexive, 212, 0.0010335445404052734
128, 0.8, Random, 75, 0.0010764598846435547
128, 0.8, Reflexive, 207, 0.001224517822265625
128, 0.8, Random, 86, 0.0008866786956787109
128, 0.8, Reflexive, 255, 0.0010504722595214844
128, 0.8, Random, 92, 0.0010602474212646484
128, 0.8, Reflexive, 195, 0.0012297630310058594
128, 0.8, Random, 82, 0.0008690357208251953
128, 0.8, Reflexive, 182, 0.0012230873107910156
128, 0.8, Random, 78, 0.0009369850158691406
128, 0.8, Reflexive, 216, 0.001283407211303711
128, 0.8, Random, 83, 0.0008962154388427734
128, 0.8, Reflexive, 253, 0.0010752677917480469
128, 0.8, Random, 81, 0.000865936279296875
128, 0.8, Reflexive, 241, 0.0010266304016113281
128, 0.8, Random, 82, 0.0008816719055175781
128, 0.8, Reflexive, 216, 0.0012536048889160156
128, 0.8, Random, 83, 0.000896453857421875
128, 0.8, Reflexive, 251, 0.0010323524475097656
128, 0.8, Random, 73, 0.0011255741119384766
